Compound_Name,MOL_WEIGHT,IC50,Target Name,SMILES
BDBM50278032,497.486,0.313,RAC-alpha serine/threonine-protein kinase,COC(=O)c1c(C)nc(NNC(=O)c2cccc3c(=O)c4ccccc4[nH]c23)nc1-c1ccc(F)cc1
BDBM50278033,511.513,0.176,RAC-alpha serine/threonine-protein kinase,CCOC(=O)c1c(C)nc(NNC(=O)c2cccc3c(=O)c4ccccc4[nH]c23)nc1-c1ccc(F)cc1
BDBM50278034,523.549,0.00172,RAC-alpha serine/threonine-protein kinase,CCOC(=O)c1c(C)nc(NNC(=O)c2cccc3c(=O)c4ccccc4[nH]c23)nc1-c1ccc(OC)cc1
BDBM50278043,507.55,0.98,RAC-alpha serine/threonine-protein kinase,CCOC(=O)c1c(C)nc(NNC(=O)c2cccc3c(=O)c4ccccc4[nH]c23)nc1-c1ccc(C)cc1
BDBM50278044,473.533,0.012,RAC-alpha serine/threonine-protein kinase,CCOC(=O)c1c(C)nc(NNC(=O)c2cccc3c(=O)c4ccccc4[nH]c23)nc1CC(C)C
BDBM50278045,509.522,0.64,RAC-alpha serine/threonine-protein kinase,COC(=O)c1c(C)nc(NNC(=O)c2cccc3c(=O)c4ccccc4[nH]c23)nc1-c1ccc(OC)cc1
BDBM50278046,509.522,0.482,RAC-alpha serine/threonine-protein kinase,COC(=O)c1c(C)nc(NNC(=O)c2cccc3c(=O)c4ccccc4[nH]c23)nc1-c1cccc(OC)c1
BDBM50278047,539.548,0.311,RAC-alpha serine/threonine-protein kinase,COC(=O)c1c(C)nc(NNC(=O)c2cccc3c(=O)c4ccccc4[nH]c23)nc1-c1ccc(OC)c(OC)c1
BDBM50278048,511.513,0.0082,RAC-alpha serine/threonine-protein kinase,CCOC(=O)c1c(C)nc(NNC(=O)c2cccc3c(=O)c4ccccc4[nH]c23)nc1-c1ccccc1F
BDBM50278056,493.523,0.0047,RAC-alpha serine/threonine-protein kinase,CCOC(=O)c1c(C)nc(NNC(=O)c2cccc3c(=O)c4ccccc4[nH]c23)nc1-c1ccccc1
BDBM50278057,497.486,0.432,RAC-alpha serine/threonine-protein kinase,COC(=O)c1c(C)nc(NNC(=O)c2cccc3c(=O)c4ccccc4[nH]c23)nc1-c1ccccc1F
BDBM50278099,523.378,0.001,RAC-alpha serine/threonine-protein kinase,NC[C@H](Cc1cccc(C(F)(F)F)c1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1
BDBM50278100,523.378,0.002,RAC-alpha serine/threonine-protein kinase,NC[C@H](Cc1ccc(C(F)(F)F)cc1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1
BDBM50278532,362.458,0.006,RAC-alpha serine/threonine-protein kinase,NCC(NC(=O)c1ccc(-c2ccnc3[nH]ccc23)s1)c1ccccc1
BDBM50278533,362.458,0.016,RAC-alpha serine/threonine-protein kinase,NCC(NC(=O)c1ccc(-c2c[nH]c3ncccc23)s1)c1ccccc1
BDBM50278534,362.458,0.04,RAC-alpha serine/threonine-protein kinase,NCC(NC(=O)c1cc(-c2ccnc3[nH]ccc23)cs1)c1ccccc1
BDBM50278565,362.458,0.025,RAC-alpha serine/threonine-protein kinase,NCC(NC(=O)c1cc(-c2c[nH]c3ncccc23)cs1)c1ccccc1
BDBM50278566,348.475,0.1,RAC-alpha serine/threonine-protein kinase,NCC(NCc1ccc(-c2ccnc3[nH]ccc23)s1)c1ccccc1
BDBM50278567,348.475,0.25,RAC-alpha serine/threonine-protein kinase,NCC(CNc1ccc(-c2ccnc3[nH]ccc23)s1)c1ccccc1
BDBM50278568,362.458,0.003,RAC-alpha serine/threonine-protein kinase,NCC(C(=O)Nc1ccc(-c2ccnc3[nH]ccc23)s1)c1ccccc1
BDBM50278569,441.354,0.025,RAC-alpha serine/threonine-protein kinase,NCC(C(=O)Nc1cc(Br)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1
BDBM50278603,441.354,0.008,RAC-alpha serine/threonine-protein kinase,NCC(NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1
BDBM50278604,376.485,0.008,RAC-alpha serine/threonine-protein kinase,Cc1cc(C(=O)NC(CN)c2ccccc2)sc1-c1ccnc2[nH]ccc12
BDBM50278605,402.523,0.006,RAC-alpha serine/threonine-protein kinase,NCC(NC(=O)c1cc(C2CC2)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1
BDBM50278606,438.556,0.05,RAC-alpha serine/threonine-protein kinase,NCC(NC(=O)c1cc(-c2ccccc2)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1
BDBM50278644,439.544,0.063,RAC-alpha serine/threonine-protein kinase,NCC(NC(=O)c1cc(-c2cccnc2)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1
BDBM50278645,428.521,0.063,RAC-alpha serine/threonine-protein kinase,NCC(NC(=O)c1cc(-c2cn[nH]c2)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1
BDBM50278646,365.256,0.158,RAC-alpha serine/threonine-protein kinase,NCCNC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1
BDBM50278647,441.354,0.04,RAC-alpha serine/threonine-protein kinase,NC(CNC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1
BDBM50278648,455.381,0.003,RAC-alpha serine/threonine-protein kinase,CNCC(NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1
BDBM50278690,469.408,0.02,RAC-alpha serine/threonine-protein kinase,CN(C)CC(NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1
BDBM50278691,455.381,0.008,RAC-alpha serine/threonine-protein kinase,NCCC(NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1
BDBM50278692,469.408,0.02,RAC-alpha serine/threonine-protein kinase,NCCCC(NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1
BDBM50278693,455.381,0.001,RAC-alpha serine/threonine-protein kinase,NCC(Cc1ccccc1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1
BDBM50278694,469.408,0.002,RAC-alpha serine/threonine-protein kinase,CNCC(Cc1ccccc1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1
BDBM50278767,483.435,0.004,RAC-alpha serine/threonine-protein kinase,CCNCC(Cc1ccccc1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1
BDBM50278768,497.462,0.01,RAC-alpha serine/threonine-protein kinase,CC(C)NCC(Cc1ccccc1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1
BDBM50278769,455.381,0.032,RAC-alpha serine/threonine-protein kinase,NC[C@@H](Cc1ccccc1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1
BDBM50278770,455.381,0.001,RAC-alpha serine/threonine-protein kinase,NC[C@H](Cc1ccccc1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1
BDBM50278771,461.429,0.001,RAC-alpha serine/threonine-protein kinase,NC[C@H](CC1CCCCC1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1
BDBM50278834,485.407,0.003,RAC-alpha serine/threonine-protein kinase,COc1ccc(C[C@@H](CN)NC(=O)c2cc(Br)c(-c3ccnc4[nH]ccc34)s2)cc1
BDBM50278835,473.371,0.001,RAC-alpha serine/threonine-protein kinase,NC[C@H](Cc1ccccc1F)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1
BDBM50278836,473.371,0.001,RAC-alpha serine/threonine-protein kinase,NC[C@H](Cc1cccc(F)c1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1
BDBM50278837,473.371,0.001,RAC-alpha serine/threonine-protein kinase,NC[C@H](Cc1ccc(F)cc1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1
BDBM50294679,307.36,0.007943,Inhibitor of nuclear factor kappa-B kinase subunit beta,CNc1nc2[nH]c(-c3cccc(OC)c3)cc2c2c1ncn2C
BDBM50294682,348.41,0.014,Inhibitor of nuclear factor kappa-B kinase subunit beta,CNc1nc2[nH]c(-c3cccc(CNC(C)=O)c3)cc2c2c1ncn2C
BDBM50294684,418.49,0.15,Inhibitor of nuclear factor kappa-B kinase subunit beta,CNc1nc2[nH]c(-c3cccc(CNC(=O)c4csnn4)c3)cc2c2c1ncn2C
BDBM50298430,370.456,0.76,RAC-alpha serine/threonine-protein kinase,Cn1cc(C(CN)Oc2cncc(/C=C/c3ccncc3)c2)c2ccccc21
BDBM50298433,439.515,0.0014,RAC-alpha serine/threonine-protein kinase,N[C@H](COc1cncc(-c2ccc3c(c2)C(Cc2ccco2)C(=O)N3)c1)Cc1ccccc1
BDBM50298434,438.531,0.0033,RAC-alpha serine/threonine-protein kinase,N[C@H](COc1cncc(-c2ccc3c(c2)C(C2CC2)C(=O)N3)c1)Cc1c[nH]c2ccccc12
BDBM50298435,474.564,0.0059,RAC-alpha serine/threonine-protein kinase,N[C@H](COc1cncc(-c2ccc3c(c2)C(c2ccccc2)C(=O)N3)c1)Cc1c[nH]c2ccccc12
BDBM50298436,475.552,0.0104,RAC-alpha serine/threonine-protein kinase,N[C@H](COc1cncc(-c2ccc3c(c2)C(c2cccnc2)C(=O)N3)c1)Cc1c[nH]c2ccccc12
BDBM50298437,475.552,0.0103,RAC-alpha serine/threonine-protein kinase,N[C@H](COc1cncc(-c2ccc3c(c2)C(c2ccccn2)C(=O)N3)c1)Cc1c[nH]c2ccccc12
BDBM50298438,463.541,0.0015,RAC-alpha serine/threonine-protein kinase,N[C@H](COc1cncc(-c2ccc3c(c2)C(c2ccc[nH]2)C(=O)N3)c1)Cc1c[nH]c2ccccc12
BDBM50298439,477.568,0.0082,RAC-alpha serine/threonine-protein kinase,Cn1cccc1C1C(=O)Nc2ccc(-c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3)cc21
BDBM50298440,513.601,0.153,RAC-alpha serine/threonine-protein kinase,N[C@H](COc1cncc(-c2ccc3c(c2)C(c2c[nH]c4ccccc24)C(=O)N3)c1)Cc1c[nH]c2ccccc12
BDBM50298441,464.529,0.0072,RAC-alpha serine/threonine-protein kinase,N[C@H](COc1cncc(-c2ccc3c(c2)C(c2ncc[nH]2)C(=O)N3)c1)Cc1c[nH]c2ccccc12
BDBM50298442,519.649,0.0403,RAC-alpha serine/threonine-protein kinase,CCc1c(C)[nH]c(C2C(=O)Nc3ccc(-c4cncc(OC[C@@H](N)Cc5c[nH]c6ccccc56)c4)cc32)c1C
BDBM50298443,464.525,0.00017,RAC-alpha serine/threonine-protein kinase,N[C@H](COc1cncc(-c2ccc3c(c2)C(c2ccco2)C(=O)N3)c1)Cc1c[nH]c2ccccc12
BDBM50298444,480.593,0.0009,RAC-alpha serine/threonine-protein kinase,N[C@H](COc1cncc(-c2ccc3c(c2)C(c2cccs2)C(=O)N3)c1)Cc1c[nH]c2ccccc12
BDBM50298445,478.552,0.0007,RAC-alpha serine/threonine-protein kinase,Cc1ccc(C2C(=O)Nc3ccc(-c4cncc(OC[C@@H](N)Cc5c[nH]c6ccccc56)c4)cc32)o1
BDBM50298451,422.532,0.0008,RAC-alpha serine/threonine-protein kinase,CCc1ncc(OC[C@@H](N)Cc2c[nH]c3ccccc23)cc1-c1ccc2cnccc2c1
BDBM50298453,394.478,0.312,RAC-alpha serine/threonine-protein kinase,N[C@H](COc1cncc(-c2ccc3ncccc3c2)c1)Cc1c[nH]c2ccccc12
BDBM50298454,395.466,0.215,RAC-alpha serine/threonine-protein kinase,N[C@H](COc1cncc(-c2ccc3nnccc3c2)c1)Cc1c[nH]c2ccccc12
BDBM50298455,394.478,0.331,RAC-alpha serine/threonine-protein kinase,N[C@H](COc1cncc(-c2cccc3cnccc23)c1)Cc1c[nH]c2ccccc12
BDBM50298457,411.509,0.00115,RAC-alpha serine/threonine-protein kinase,CCc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3)cc12
BDBM50298458,398.47,0.0029,RAC-alpha serine/threonine-protein kinase,Nc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3)cc12
BDBM50298459,426.524,0.018,RAC-alpha serine/threonine-protein kinase,CN(C)c1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3)cc12
BDBM50298460,459.553,0.0039,RAC-alpha serine/threonine-protein kinase,N[C@H](COc1cncc(-c2ccc3[nH]nc(-c4ccccc4)c3c2)c1)Cc1c[nH]c2ccccc12
BDBM50298461,465.582,0.0013,RAC-alpha serine/threonine-protein kinase,N[C@H](COc1cncc(-c2ccc3[nH]nc(-c4cccs4)c3c2)c1)Cc1c[nH]c2ccccc12
BDBM50298462,423.52,0.0026,RAC-alpha serine/threonine-protein kinase,N[C@H](COc1cncc(-c2ccc3[nH]nc(C4CC4)c3c2)c1)Cc1c[nH]c2ccccc12
BDBM50298463,466.57,0.0098,RAC-alpha serine/threonine-protein kinase,N[C@H](COc1cncc(-c2ccc3[nH]nc(-c4nccs4)c3c2)c1)Cc1c[nH]c2ccccc12
BDBM50298464,448.53,0.0012,RAC-alpha serine/threonine-protein kinase,N[C@H](COc1cncc(-c2ccc3[nH]nc(-c4ccc[nH]4)c3c2)c1)Cc1c[nH]c2ccccc12
BDBM50298465,468.561,0.018,RAC-alpha serine/threonine-protein kinase,N[C@H](COc1cncc(-c2ccc3[nH]nc(N4CCOCC4)c3c2)c1)Cc1c[nH]c2ccccc12
BDBM50298467,377.423,0.0084,RAC-alpha serine/threonine-protein kinase,Cc1n[nH]c2cnc(-c3cncc(OC[C@@H](N)Cc4cccc(F)c4)c3)cc12
BDBM50298468,401.514,0.039,RAC-alpha serine/threonine-protein kinase,Cc1cc(C)c(C[C@H](N)COc2cncc(-c3cc4c(C)n[nH]c4cn3)c2)c(C)c1
BDBM50298469,427.43,0.018,RAC-alpha serine/threonine-protein kinase,Cc1n[nH]c2cnc(-c3cncc(OC[C@@H](N)Cc4ccc(C(F)(F)F)cc4)c3)cc12
BDBM50298470,439.422,0.014,RAC-alpha serine/threonine-protein kinase,Cc1n[nH]c2cnc(-c3cncc(OC[C@@H](N)Cc4cccc5c4OC(F)(F)O5)c3)cc12
BDBM50298471,488.592,0.751,RAC-alpha serine/threonine-protein kinase,Cc1n[nH]c2cnc(-c3cncc(OC[C@@H](N)Cc4cccc(OCCN5CCOCC5)c4)c3)cc12
BDBM50298472,472.593,0.0068,RAC-alpha serine/threonine-protein kinase,Cc1n[nH]c2cnc(-c3cncc(OC[C@@H](N)Cc4cccc(OCC5CCNCC5)c4)c3)cc12
BDBM50298474,418.501,0.047,RAC-alpha serine/threonine-protein kinase,Cc1n[nH]c2cnc(-c3cncc(OC[C@@H](N)Cc4cccc(OCCN)c4)c3)cc12
BDBM50298475,395.413,0.0655,RAC-alpha serine/threonine-protein kinase,Cc1n[nH]c2cnc(-c3cncc(OC[C@@H](N)Cc4c(F)cccc4F)c3)cc12
BDBM50298476,413.403,0.012,RAC-alpha serine/threonine-protein kinase,Cc1n[nH]c2cnc(-c3cncc(OC[C@@H](N)Cc4ccc(F)c(F)c4F)c3)cc12
BDBM50298477,438.329,0.005,RAC-alpha serine/threonine-protein kinase,Cc1n[nH]c2cnc(-c3cncc(OC[C@@H](N)Cc4ccc(Br)cc4)c3)cc12
BDBM50298478,391.45,0.0039,RAC-alpha serine/threonine-protein kinase,Cc1ccc(F)cc1C[C@H](N)COc1cncc(-c2cc3c(C)n[nH]c3cn2)c1
BDBM50298479,391.45,0.0025,RAC-alpha serine/threonine-protein kinase,Cc1cc(C[C@H](N)COc2cncc(-c3cc4c(C)n[nH]c4cn3)c2)ccc1F
BDBM50298480,391.45,0.006,RAC-alpha serine/threonine-protein kinase,Cc1cc(F)ccc1C[C@H](N)COc1cncc(-c2cc3c(C)n[nH]c3cn2)c1
BDBM50298481,372.472,0.21,RAC-alpha serine/threonine-protein kinase,N[C@H](COc1cncc(CCc2ccncc2)c1)Cc1c[nH]c2ccccc12
BDBM50302163,333.46,0.041,Inhibitor of nuclear factor kappa-B kinase subunit beta,CCCc1cc(N2CCC(N)CC2)nc2sc(C(N)=O)c(N)c12
BDBM50302164,319.43,0.12,Inhibitor of nuclear factor kappa-B kinase subunit beta,CCCc1cc(N2CCNCC2)nc2sc(C(N)=O)c(N)c12
BDBM50302165,334.45,0.28,Inhibitor of nuclear factor kappa-B kinase subunit beta,CCCc1cc(N2CCC(O)CC2)nc2sc(C(N)=O)c(N)c12
BDBM50302166,334.45,0.57,Inhibitor of nuclear factor kappa-B kinase subunit beta,CCCc1cc(N2CCCC(O)C2)nc2sc(C(N)=O)c(N)c12
BDBM50302167,347.44,0.14,Inhibitor of nuclear factor kappa-B kinase subunit beta,CCCc1cc(N2CCCNC(=O)C2)nc2sc(C(N)=O)c(N)c12
BDBM50302168,347.49,0.63,Inhibitor of nuclear factor kappa-B kinase subunit beta,CCCc1cc(N2CCCCC(N)C2)nc2sc(C(N)=O)c(N)c12
BDBM50302169,333.46,0.072,Inhibitor of nuclear factor kappa-B kinase subunit beta,CCCc1cc(N2CCCNCC2)nc2sc(C(N)=O)c(N)c12
BDBM50302170,319.43,0.5,Inhibitor of nuclear factor kappa-B kinase subunit beta,CCCc1cc(N2CC[C@@H](N)C2)nc2sc(C(N)=O)c(N)c12
BDBM50302171,319.43,0.59,Inhibitor of nuclear factor kappa-B kinase subunit beta,CCCc1cc(N2CC[C@H](N)C2)nc2sc(C(N)=O)c(N)c12
BDBM50302175,411.55,0.098,Inhibitor of nuclear factor kappa-B kinase subunit beta,CCCc1cc(N2CCC(NS(C)(=O)=O)CC2)nc2sc(C(N)=O)c(N)c12
BDBM50302177,362.46,0.15,Inhibitor of nuclear factor kappa-B kinase subunit beta,CCCc1cc(N2CCN(C(N)=O)CC2)nc2sc(C(N)=O)c(N)c12
BDBM50302180,333.46,0.52,Inhibitor of nuclear factor kappa-B kinase subunit beta,CCCc1cc(N2CCN(C)CC2)nc2sc(C(N)=O)c(N)c12
BDBM50302181,361.52,0.68,Inhibitor of nuclear factor kappa-B kinase subunit beta,CCCc1cc(N2CCC(N(C)C)CC2)nc2sc(C(N)=O)c(N)c12
BDBM50302182,347.49,0.12,Inhibitor of nuclear factor kappa-B kinase subunit beta,CCCc1cc(N2CCC(NC)CC2)nc2sc(C(N)=O)c(N)c12
BDBM50302183,348.47,0.68,Inhibitor of nuclear factor kappa-B kinase subunit beta,CCCc1cc(N2CCC(OC)CC2)nc2sc(C(N)=O)c(N)c12
BDBM50302184,291.38,0.68,Inhibitor of nuclear factor kappa-B kinase subunit beta,Cc1cc(N2CCNCC2)nc2sc(C(N)=O)c(N)c12
BDBM50302185,306.39,1,Inhibitor of nuclear factor kappa-B kinase subunit beta,Cc1cc(N2CCC(O)CC2)nc2sc(C(N)=O)c(N)c12
BDBM50303035,346.44,0.019,Inhibitor of nuclear factor kappa-B kinase subunit beta,Cc1ccc(-c2ccnc(Nc3ccc(S(N)(=O)=O)cc3)n2)s1
BDBM50305006,425.521,1,RAC-alpha serine/threonine-protein kinase,NCCn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21
BDBM50305879,464.529,0.001,RAC-alpha serine/threonine-protein kinase,Cc1n[nH]c2ncc(-c3cc(OC[C@@H](N)Cc4c[nH]c5ccccc45)cnc3-c3ccoc3)cc12
BDBM50305880,464.529,0.012,RAC-alpha serine/threonine-protein kinase,Cc1n[nH]c2ccc(-c3cc(OC[C@@H](N)Cc4c[nH]c5ccccc45)cnc3-c3ccoc3)nc12
BDBM50305881,465.517,0.002,RAC-alpha serine/threonine-protein kinase,Cc1n[nH]c2ncc(-c3cc(OC[C@@H](N)Cc4c[nH]c5ccccc45)cnc3-c3ccoc3)nc12
BDBM50305882,465.517,0.001,RAC-alpha serine/threonine-protein kinase,Cc1n[nH]c2cnc(-c3cc(OC[C@@H](N)Cc4c[nH]c5ccccc45)cnc3-c3ccoc3)nc12
BDBM50305883,464.529,0.001,RAC-alpha serine/threonine-protein kinase,Cc1n[nH]c2cnc(-c3cc(OC[C@@H](N)Cc4c[nH]c5ccccc45)cnc3-c3ccoc3)cc12
BDBM50306084,484.987,0.003,RAC-alpha serine/threonine-protein kinase,Cc1n[nH]c2ccc(-c3cc(OC[C@@H](N)Cc4ccccc4)cnc3-c3cc(Cl)ccc3O)cc12
BDBM50306085,486.522,0.063,RAC-alpha serine/threonine-protein kinase,Cc1n[nH]c2ccc(-c3cc(OC[C@@H](N)Cc4ccccc4)cnc3-c3cc(F)cc(F)c3O)cc12
BDBM50306086,464.569,0.1,RAC-alpha serine/threonine-protein kinase,COc1ccccc1-c1ncc(OC[C@@H](N)Cc2ccccc2)cc1-c1ccc2[nH]nc(C)c2c1
BDBM50306087,450.542,0.5,RAC-alpha serine/threonine-protein kinase,Cc1n[nH]c2ccc(-c3cc(OC[C@@H](N)Cc4ccccc4)cnc3-c3ccc(O)cc3)cc12
BDBM50306089,450.542,0.015,RAC-alpha serine/threonine-protein kinase,Cc1n[nH]c2ccc(-c3cc(OC[C@@H](N)Cc4ccccc4)cnc3-c3ccccc3O)cc12
BDBM50306090,434.543,0.05,RAC-alpha serine/threonine-protein kinase,Cc1n[nH]c2ccc(-c3cc(OC[C@@H](N)Cc4ccccc4)cnc3-c3ccccc3)cc12
BDBM50306091,464.529,0.013,RAC-alpha serine/threonine-protein kinase,Cc1n[nH]c2ccc(-c3cc(OC[C@@H](N)Cc4c[nH]c5ccncc45)cnc3-c3ccoc3)cc12
BDBM50306092,464.529,0.01,RAC-alpha serine/threonine-protein kinase,Cc1n[nH]c2ccc(-c3cc(OC[C@@H](N)Cc4c[nH]c5cccnc45)cnc3-c3ccoc3)cc12
BDBM50306093,464.529,0.008,RAC-alpha serine/threonine-protein kinase,Cc1n[nH]c2ccc(-c3cc(OC[C@@H](N)Cc4c[nH]c5ncccc45)cnc3-c3ccoc3)cc12
BDBM50306094,481.531,0.26,RAC-alpha serine/threonine-protein kinase,Cc1n[nH]c2ccc(-c3cc(OC[C@@H](N)Cc4c[nH]c5c(F)cccc45)cnc3-c3ccoc3)cc12
BDBM50306095,481.531,0.0008,RAC-alpha serine/threonine-protein kinase,Cc1n[nH]c2ccc(-c3cc(OC[C@@H](N)Cc4c[nH]c5cc(F)ccc45)cnc3-c3ccoc3)cc12
BDBM50306096,481.531,0.001,RAC-alpha serine/threonine-protein kinase,Cc1n[nH]c2ccc(-c3cc(OC[C@@H](N)Cc4c[nH]c5ccc(F)cc45)cnc3-c3ccoc3)cc12
BDBM50306097,477.568,0.0008,RAC-alpha serine/threonine-protein kinase,Cc1occc1-c1ncc(OC[C@@H](N)Cc2c[nH]c3ccccc23)cc1-c1ccc2[nH]nc(C)c2c1
BDBM50306098,426.52,0.72,RAC-alpha serine/threonine-protein kinase,Cc1n[nH]c2ccc(-c3cc(OC[C@@H](N)Cc4ccccc4)cnc3C#CCCO)cc12
BDBM50306100,423.52,0.015,RAC-alpha serine/threonine-protein kinase,Cc1n[nH]c2ccc(-c3cc(OC[C@@H](N)Cc4ccccc4)cnc3-c3ccc[nH]3)cc12
BDBM50306101,440.572,0.05,RAC-alpha serine/threonine-protein kinase,Cc1n[nH]c2ccc(-c3cc(OC[C@@H](N)Cc4ccccc4)cnc3-c3ccsc3)cc12
BDBM50306102,440.572,0.079,RAC-alpha serine/threonine-protein kinase,Cc1n[nH]c2ccc(-c3cc(OC[C@@H](N)Cc4ccccc4)cnc3-c3cccs3)cc12
BDBM50306103,424.504,0.01,RAC-alpha serine/threonine-protein kinase,Cc1n[nH]c2ccc(-c3cc(OC[C@@H](N)Cc4ccccc4)cnc3-c3ccoc3)cc12
BDBM50306104,424.504,0.79,RAC-alpha serine/threonine-protein kinase,Cc1n[nH]c2ccc(-c3cc(OC[C@@H](N)Cc4ccccc4)cnc3-c3ccco3)cc12
BDBM50306105,468.532,0.01,RAC-alpha serine/threonine-protein kinase,Cc1n[nH]c2ccc(-c3cc(OC[C@@H](N)Cc4ccccc4)cnc3-c3cc(F)ccc3O)cc12
BDBM50306154,479.544,0.001,RAC-alpha serine/threonine-protein kinase,Cc1occc1-c1ncc(OC[C@@H](N)Cc2c[nH]c3ccccc23)cc1-c1cnc2[nH]nc(C)c2n1
BDBM50306155,492.583,0.003,RAC-alpha serine/threonine-protein kinase,Cc1occc1-c1nc(N)c(OC[C@@H](N)Cc2c[nH]c3ccccc23)cc1-c1ccc2[nH]nc(C)c2c1
BDBM50306156,493.571,0.001,RAC-alpha serine/threonine-protein kinase,Cc1occc1-c1nc(N)c(OC[C@@H](N)Cc2c[nH]c3ccccc23)cc1-c1cnc2[nH]nc(C)c2c1
BDBM50306157,494.559,0.001,RAC-alpha serine/threonine-protein kinase,Cc1occc1-c1nc(N)c(OC[C@@H](N)Cc2c[nH]c3ccccc23)cc1-c1cnc2[nH]nc(C)c2n1
BDBM50306158,493.571,0.001,RAC-alpha serine/threonine-protein kinase,Cc1occc1-c1nc(N)c(OC[C@@H](N)Cc2c[nH]c3ccccc23)cc1-c1cc2c(C)n[nH]c2cn1
BDBM50306159,490.527,0.01,RAC-alpha serine/threonine-protein kinase,Cc1n[nH]c2ncc(-c3cc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c(C#N)nc3-c3ccoc3)nc12
BDBM50306160,479.544,0.003,RAC-alpha serine/threonine-protein kinase,Cc1nc(-c2ccoc2)c(-c2cnc3[nH]nc(C)c3n2)cc1OC[C@@H](N)Cc1c[nH]c2ccccc12
BDBM50306161,455.522,0.006,RAC-alpha serine/threonine-protein kinase,Cc1occc1-c1nc(N)c(OC[C@@H](N)Cc2ccccc2)cc1-c1cnc2[nH]nc(C)c2n1
BDBM50306162,469.549,0.5,RAC-alpha serine/threonine-protein kinase,CCNc1nc(-c2ccoc2)c(-c2cnc3[nH]nc(C)c3n2)cc1OC[C@@H](N)Cc1ccccc1
BDBM50306163,529.004,0.001,RAC-alpha serine/threonine-protein kinase,Cc1occc1-c1nc(N)c(OC[C@@H](N)Cc2c(Cl)[nH]c3ccccc23)cc1-c1cnc2[nH]nc(C)c2n1
BDBM50306164,519.569,0.001,RAC-alpha serine/threonine-protein kinase,Cc1occc1-c1nc(N)c(OC[C@@H](N)Cc2c(C#N)[nH]c3ccccc23)cc1-c1cnc2[nH]nc(C)c2n1
BDBM50306165,537.584,0.001,RAC-alpha serine/threonine-protein kinase,Cc1occc1-c1nc(N)c(OC[C@@H](N)Cc2c(C(N)=O)[nH]c3ccccc23)cc1-c1cnc2[nH]nc(C)c2n1
BDBM50307945,363.509,0.0065,RAC-alpha serine/threonine-protein kinase,CC(C)(C)c1ccc(CC2(N)CCN(c3ccnc4[nH]ncc34)CC2)cc1
BDBM50307954,371.872,0.00059,RAC-alpha serine/threonine-protein kinase,NC1(COCc2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1
BDBM50307955,376.291,0.0019,RAC-alpha serine/threonine-protein kinase,NC1(Cc2ccc(Cl)cc2Cl)CCN(c2ncnc3[nH]ccc23)CC1
BDBM50307956,419.316,0.0038,RAC-alpha serine/threonine-protein kinase,NC1(C(=O)NCc2ccc(Cl)cc2Cl)CCN(c2ncnc3[nH]ccc23)CC1
BDBM50307958,401.858,0.05,RAC-alpha serine/threonine-protein kinase,NC1(C(=O)NCc2ccc(Cl)cc2)CCN(c2ncnc3[nH]c(=O)[nH]c23)CC1
BDBM50307966,383.883,0.0072,RAC-alpha serine/threonine-protein kinase,NC1(C(=O)NCc2ccc(Cl)cc2)CCN(c2ccnc3[nH]ccc23)CC1
